City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
351,Pālkonda,18.6,83.75,89.62,54,69,10.78,IN,1714138168
352,Madalena,41.2162,-8.3345,57.11,67,100,10.33,PT,1714138170
353,Leava,-14.3,-178.1667,84.51,74,25,8.05,WF,1714138172
354,Broome,42.2506,-75.833,43.27,44,0,3.74,US,1714138174
355,Jayrūd,33.8074,36.7404,88.95,10,100,2.17,SY,1714138176
356,Minas de Marcona,-15.2119,-75.1103,64.04,73,4,6.15,PE,1714138178
357,Alexandria,31.2156,29.9553,69.17,58,11,15.26,EG,1714138069
358,Mweka,-4.85,21.5667,80.69,63,100,3.11,CD,1714138182
359,Antsiranana,-12.2787,49.2917,82.71,77,100,15.1,MG,1714138184
360,Hell-Ville,-13.4,48.2667,83.53,73,36,5.75,MG,1714138185
361,Viedma,-40.8135,-62.9967,58.53,49,17,13.58,AR,1714138189
362,Parauapebas,-6.0675,-49.9022,81.19,77,100,0.49,BR,1714138191
363,Forster,-32.1667,152.5167,60.85,82,30,5.57,AU,1714138194
364,Port Augusta,-32.5,137.7667,54.32,75,25,6.85,AU,1714138196
365,Aswān,24.0934,32.907,107.64,7,0,11.68,EG,1714138198
366,Brigantine,39.4101,-74.3646,46.53,68,0,11.81,US,1714138200
367,Safford,32.834,-109.7076,59.88,36,0,0.6,US,1714138202
368,Samcheok,37.4406,129.1708,62.53,58,100,7.54,KR,1714138204
369,Matoury,4.8483,-52.3317,83.52,69,93,5.95,GF,1714138206
370,Columbia City,41.1573,-85.4883,48.36,67,38,13.09,US,1714138208
371,Gisborne,-38.6533,178.0042,53.19,66,38,12.3,NZ,1714138210
372,Reusel,51.3625,5.1649,49.12,78,99,2.71,NL,1714138212
373,Butembo,0.15,29.2833,69.69,64,99,0.76,CD,1714138214
374,Mendoza,-32.8908,-68.8272,64.78,59,0,4.43,AR,1714138216
375,Ndola,-12.9587,28.6366,80.01,31,4,7.56,ZM,1714138218
376,Quellón,-43.1167,-73.6167,46.04,69,39,12.48,CL,1714138220
377,Vilyuchinsk,52.9306,158.4028,36.84,98,100,3.83,RU,1714138222
378,Kangding,30.0513,101.9603,49.66,92,96,3.65,CN,1714138224
379,Grand Falls-Windsor,48.9332,-55.6649,40.91,46,100,11.48,CA,1714138226
380,Andergrove,-21.0833,149.1833,72.03,76,41,10.13,AU,1714138230
381,Rio Grande,-32.035,-52.0986,70.21,89,100,12.44,BR,1714138232
382,Chokwé,-24.5333,32.9833,82.0,53,46,13.13,MZ,1714138236
383,Popondetta,-8.7537,148.2534,76.77,97,100,1.86,PG,1714138238
384,Coquimbo,-29.9533,-71.3436,62.26,67,84,4.36,CL,1714138240
385,Helston,50.1032,-5.2705,50.59,84,73,9.53,GB,1714138242
386,General Roca,-39.0333,-67.5833,59.31,41,0,21.0,AR,1714138244
387,Ginir,7.1333,40.7,62.42,89,100,2.77,ET,1714138246
388,Mar del Plata,-38.0023,-57.5575,58.08,80,100,8.19,AR,1714138248
389,Bani Walid,31.7566,13.9942,80.08,24,100,12.86,LY,1714138250
390,Nicoya,10.1483,-85.452,86.07,51,84,5.01,CR,1714138252
391,Vavuniya,8.7514,80.4971,80.76,61,100,2.68,LK,1714138254
392,Karoi,-16.8099,29.6925,84.38,20,0,3.76,ZW,1714138256
393,Ampanihy,-24.7,44.75,82.2,53,24,15.05,MG,1714138258
394,Hithadhoo,-0.6,73.0833,85.39,75,69,6.76,MV,1714138260
395,Bishkul,54.7803,69.1033,53.37,39,48,5.37,KZ,1714138262
396,Sitka,57.0531,-135.33,41.9,93,4,2.44,US,1714138264
397,Cologne,50.9333,6.95,50.85,80,100,2.01,DE,1714138266
398,Dhidhdhoo,6.8833,73.1,86.2,72,99,8.9,MV,1714138268
399,Goz Beida,13.95,20.55,108.5,6,81,9.37,TD,1714138270
400,Tocopilla,-22.092,-70.1979,69.64,71,100,10.11,CL,1714138272
401,Villa Unión,23.2,-106.2333,74.03,52,100,1.92,MX,1714138274
402,Mossamedes,-15.1961,12.1522,79.99,67,77,11.34,AO,1714138276
403,Howrah,22.5892,88.3103,88.39,64,3,16.46,IN,1714138278
404,Kruisfontein,-34.0033,24.7314,64.47,68,89,13.42,ZA,1714138280
405,Adrar,20.5022,-10.0711,96.55,20,0,18.84,MR,1714138282
406,Cowra,-33.8333,148.6833,48.22,63,0,3.15,AU,1714138284
407,Namie,37.4833,141.0,66.72,82,100,6.96,JP,1714138286
408,Ust-Nera,64.5667,143.2,23.25,97,100,4.23,RU,1714138288
409,Egilsstadir,65.2653,-14.3948,37.31,75,75,11.5,IS,1714138290
410,Selfoss,63.9331,-20.9971,47.05,41,44,8.08,IS,1714138291
411,Bicske,47.4842,18.644,60.71,52,87,10.47,HU,1714138293
412,Micheweni,-4.9667,39.8333,78.26,84,100,8.66,TZ,1714138295
413,Manakara,-22.1333,48.0167,77.74,79,10,6.44,MG,1714138297
414,Khandyga,62.6667,135.6,13.28,92,100,4.61,RU,1714138299
415,Kīsh,26.5578,54.0194,88.07,45,20,9.22,IR,1714138301
416,Olonets,60.9847,32.9698,47.53,71,100,5.03,RU,1714138157
417,Pacasmayo,-7.4006,-79.5714,70.11,80,44,7.45,PE,1714138252
418,Shouguang,36.88,118.7375,67.73,60,71,12.37,CN,1714138306
419,Aldan,58.6031,125.3894,11.95,96,100,1.74,RU,1714138308
420,Turkestan,43.3333,68.25,68.22,40,56,19.95,KZ,1714138310
421,Maceió,-9.6658,-35.7353,85.44,94,75,16.11,BR,1714138055
422,Malango,-2.9627,119.9001,69.13,99,100,1.88,ID,1714138314
423,Rybinsk,58.0446,38.8426,56.32,81,100,4.0,RU,1714138316
424,Rome,43.2128,-75.4557,47.08,44,7,3.0,US,1714138109
425,Yulinshi,38.2906,109.7494,69.22,33,100,9.86,CN,1714138319
426,Tatarsk,55.219,75.9828,48.38,40,14,4.63,RU,1714138219
427,Salalah,17.0151,54.0924,87.89,62,20,13.8,OM,1714138323
428,Strathmore,51.0501,-113.3852,40.41,65,100,11.5,CA,1714138325
429,Saint-Philippe,-21.3585,55.7679,83.79,82,52,8.52,RE,1714138327
430,La Ronge,55.1001,-105.2842,35.85,69,40,14.97,CA,1714138329
431,Verkhnevilyuysk,63.4453,120.3167,5.88,98,67,1.72,RU,1714138331
432,Smara,26.7384,-11.6719,82.92,20,3,10.56,EH,1714138332
433,Gadzhiyevo,69.2551,33.3362,32.86,90,100,11.32,RU,1714138334
434,Tharandt,50.9833,13.5833,60.49,45,100,5.82,DE,1714138336
435,Manismata,-2.4667,111.0333,77.0,97,100,0.63,ID,1714138338
436,Mil’kovo,55.6078,37.7956,72.41,72,99,11.45,RU,1714138340
437,Wewak,-3.5534,143.6268,81.23,86,100,5.53,PG,1714138342
438,Gbadolite,4.2833,21.0167,101.59,26,87,6.04,CD,1714138344
439,Hobyo,5.3505,48.5268,86.79,58,100,6.55,SO,1714138346
440,Pathein,16.7833,94.7333,82.38,82,5,9.46,MM,1714138347
441,Nagqu Prefecture,31.5,92.0,36.55,45,100,1.39,CN,1714138349
442,New Norfolk,-42.7826,147.0587,49.71,98,61,2.77,AU,1714138351
443,Kargopol',61.5071,38.9456,60.66,50,100,1.41,RU,1714138353
444,Amga,60.8953,131.9608,19.96,81,100,8.79,RU,1714138355
445,Sarapul,56.4763,53.7978,53.62,67,100,7.7,RU,1714138162
446,Tabanan,-8.5413,115.1252,81.0,94,100,4.21,ID,1714138359
447,Barreirinhas,-2.7469,-42.8264,89.51,56,85,5.44,BR,1714138361
448,Morehead City,34.7229,-76.726,60.8,84,100,13.8,US,1714138184
449,Igboho,8.8333,3.75,100.83,28,44,5.79,NG,1714138366
450,Kill Devil Hills,36.0307,-75.676,59.0,82,40,14.97,US,1714138368
451,Tamanghasset,22.785,5.5228,94.91,6,0,17.27,DZ,1714138370
452,Las Khorey,11.1595,48.1967,87.33,70,84,3.78,SO,1714138372
453,Labuan,5.2767,115.2417,82.76,83,40,4.61,MY,1714138374
454,Koné,-21.0595,164.8658,72.01,86,100,1.9,NC,1714138376
455,Port Macquarie,-31.4333,152.9167,59.9,83,58,7.07,AU,1714138377
456,Labrador City,52.9463,-66.9114,17.51,53,0,13.8,CA,1714138379
457,San Ignacio de Velasco,-16.3667,-60.95,86.07,56,7,8.1,BO,1714138306
458,Tsumeb,-19.2333,17.7167,90.99,9,0,9.8,NA,1714138383
459,Kishkenekol',53.6364,72.3414,52.81,28,0,6.31,KZ,1714138385
460,Ibshawāy,29.358,30.6814,88.29,19,26,21.94,EG,1714138387
461,Niimi,34.9833,133.4667,64.54,76,100,2.59,JP,1714138389
462,São Tomé,0.3365,6.7273,89.64,74,40,11.5,ST,1714138390
463,Horta,38.5333,-28.6333,62.24,73,40,18.01,PT,1714138392
464,Hotan,37.0997,79.9269,78.44,10,80,6.08,CN,1714138394
465,Bo`ka,40.8108,69.1986,69.35,35,100,6.91,UZ,1714138396
466,Lucapon,15.6998,119.932,81.41,84,0,1.95,PH,1714138398
467,Uturoa,-16.7333,-151.4333,82.33,79,20,13.18,PF,1714138400
468,Morinville,53.8001,-113.652,36.86,79,100,11.5,CA,1714138402
469,Grambling,32.5276,-92.714,71.69,100,100,9.22,US,1714138403
470,Libreville,0.3925,9.4537,89.62,70,20,5.75,GA,1714138405
471,Tucuruí,-3.7661,-49.6725,82.83,77,93,3.78,BR,1714138407
472,Luanda,-8.8368,13.2343,87.8,73,40,9.22,AO,1714138409
473,As Samawah,31.332,45.2944,97.72,11,3,5.03,IQ,1714138411
474,Freetown,8.484,-13.2299,87.51,48,20,9.22,SL,1714138413
475,Barra,-11.0894,-43.1417,86.65,48,0,4.88,BR,1714138415
476,Sekong,-6.3996,106.0252,77.22,95,100,1.88,ID,1714138416
477,El Nido,11.1858,119.3956,82.8,73,5,4.47,PH,1714138418
478,Tshabong,-26.05,22.45,90.09,12,26,2.53,BW,1714138420
479,Holualoa,19.6228,-155.9522,73.24,93,100,5.75,US,1714138395
480,Batesville,35.7698,-91.641,58.64,95,0,5.75,US,1714138266
481,Wanning,18.8003,110.3967,80.24,95,2,12.28,CN,1714138426
482,Jeddah,21.5169,39.2192,98.46,23,20,9.22,SA,1714138362
483,Raja,8.4596,25.678,104.86,15,100,5.06,SS,1714138429
484,Nerchinsk,51.9833,116.5833,39.54,53,100,4.54,RU,1714138431
485,Zheleznodorozhnyy,55.7503,38.0042,71.82,71,100,11.01,RU,1714138433
486,Shāhīn Dezh,36.6793,46.5669,74.55,24,0,10.16,IR,1714138435
487,Adré,13.4667,22.2,106.07,7,50,11.23,TD,1714138437
488,Mumford,5.2618,-0.759,86.85,68,100,11.86,GH,1714138439
489,Kani Keli,-12.9536,45.1033,87.06,78,97,10.2,YT,1714138440
490,Beloomut,54.9448,39.3394,61.14,71,100,9.51,RU,1714138442
491,Mrakovo,52.7161,56.6244,64.54,57,100,4.0,RU,1714138444
492,Nuuk,64.1835,-51.7216,38.01,93,100,25.32,GL,1714138446
493,Prenzlau,53.3167,13.8667,59.92,47,98,14.05,DE,1714138448
494,Miguel Ahumada,30.6167,-106.5167,62.15,25,0,12.73,MX,1714138451
495,Río Gallegos,-51.6226,-69.2181,32.05,74,0,6.91,AR,1714138231
496,Hŭkkyo-ri,38.7986,125.7919,58.26,55,0,1.81,KP,1714138455
497,Bo Phloi,14.3236,99.5161,87.48,55,48,6.71,TH,1714138457
498,Vadsø,70.0744,29.7487,38.28,87,75,9.22,NO,1714138459
499,Nemuro,43.3236,145.575,45.97,84,0,13.15,JP,1714138461
500,Wotho,10.1657,166.0102,81.43,71,93,22.15,MH,1714138462
501,Ola,59.5833,151.2833,32.14,80,100,23.89,RU,1714138464
502,Vikulovo,56.8167,70.6107,51.64,45,94,5.75,RU,1714138466
503,Beyneu,45.3167,55.2,79.07,18,3,19.39,KZ,1714138468
504,Yenişarbademli,37.7078,31.3864,67.42,21,38,10.27,TR,1714138472
505,Celestún,20.8667,-90.4,81.59,65,0,12.82,MX,1714138474
506,Suva,-18.1416,178.4415,78.28,94,75,3.44,FJ,1714138286
507,Columbia Falls,48.3725,-114.1815,44.55,83,100,4.61,US,1714138401
508,Kirensk,57.7853,108.1119,29.97,88,100,3.0,RU,1714138480
509,Shāhāda,21.55,74.4667,97.81,26,17,5.93,IN,1714138481
510,Bubaque,11.2833,-15.8333,77.76,72,83,15.21,GW,1714138483
511,Dazuocun,24.8862,118.9643,73.8,93,66,16.55,CN,1714138485
512,Las Animas,-39.8087,-73.2182,44.74,82,5,2.1,CL,1714138195
513,Makushino,55.2103,67.2442,55.18,32,11,5.46,RU,1714138489
514,Kailua-Kona,19.6406,-155.9956,76.96,90,100,5.75,US,1714138491
515,Bangjun,39.9911,117.2628,66.58,64,100,2.98,CN,1714138492
516,Sohbatpur,28.5202,68.5434,90.88,24,93,20.07,PK,1714138494
517,Bannu,32.9854,70.6027,78.64,34,100,15.79,PK,1714138496
518,Olinda,-8.0089,-34.8553,82.13,89,75,6.91,BR,1714138498
519,Boyalık,41.2634,28.6314,65.32,71,5,10.13,TR,1714138500
520,Tafalla,42.5269,-1.6745,63.48,47,100,15.28,ES,1714138278
521,Pacific Grove,36.6177,-121.9166,55.65,89,100,4.61,US,1714138504
522,Severo-Yeniseyskiy,60.3725,93.0408,35.58,90,100,7.0,RU,1714138506
523,Villa de San Diego de Ubaté,5.3093,-73.8157,57.0,88,100,1.61,CO,1714138510
524,Villa de Arista,22.65,-100.8333,56.21,49,100,4.88,MX,1714138511
525,Yeppoon,-23.1333,150.7333,69.58,86,100,16.6,AU,1714138513
526,Cotija de la Paz,19.8167,-102.6833,70.41,50,26,1.28,MX,1714138515
527,Daru,-9.0763,143.2092,81.48,81,100,17.05,PG,1714138517
528,Goundam,16.4145,-3.6708,110.12,7,17,13.94,ML,1714138519
529,Inarajan Village,13.2736,144.7484,83.37,91,41,18.88,GU,1714138521
530,Bengkulu,-3.8004,102.2655,78.91,91,100,4.47,ID,1714138523
531,Alpena,45.0617,-83.4327,46.11,83,0,8.01,US,1714138524
532,Tefé,-3.3542,-64.7114,82.51,78,20,12.66,BR,1714138526
533,Ponta Delgada,37.7333,-25.6667,65.19,63,75,12.66,PT,1714138528
534,Vorkuta,67.5,64.0,30.54,97,100,6.42,RU,1714138530
535,Port Douglas,-16.4833,145.4667,74.53,87,51,9.89,AU,1714138532
536,Mūlki,13.1,74.8,87.08,79,20,9.22,IN,1714138534
537,Konosha,60.9736,40.257,61.11,70,92,4.25,RU,1714138535
538,Manadhoo,5.7667,73.3833,85.96,70,82,4.0,MV,1714138537
539,Levice,48.2156,18.6071,60.49,57,94,10.56,SK,1714138539
540,Geraldton,-28.7667,114.6,64.81,77,0,0.0,AU,1714138541
541,Priob’ye,62.5206,65.5964,34.03,99,96,5.08,RU,1714138543
542,Jubail,27.0112,49.6583,83.39,45,0,10.18,SA,1714138545
543,Znamenskoye,57.1281,73.8282,47.12,47,0,2.82,RU,1714138547
544,Cooma,-36.2333,149.1333,43.83,91,1,1.16,AU,1714138549
545,Vangaindrano,-23.35,47.6,77.31,84,14,6.71,MG,1714138553
546,Sola,-13.8833,167.55,83.05,75,38,4.41,VU,1714138554
547,Maun,-19.9833,23.4167,93.11,15,3,8.77,BW,1714138463
548,Coahuayana de Hidalgo,18.7,-103.6583,77.45,70,6,2.3,MX,1714138558
549,Champerico,14.3,-91.9167,86.04,67,1,7.36,GT,1714138560
550,Obo,5.3998,26.4869,99.43,22,97,3.74,CF,1714138562
551,Bandon,51.7469,-8.7425,45.99,74,100,12.06,IE,1714138437
552,Puerto Quijarro,-17.7833,-57.7667,93.78,36,3,5.28,BO,1714138565
553,Altai,46.3722,96.2583,26.35,43,0,2.73,MN,1714138567
554,Faya-Largeau,17.9257,19.1043,105.69,9,0,21.85,TD,1714138569
555,Parras de la Fuente,25.4167,-102.1833,73.74,16,100,5.55,MX,1714138571
556,Dunedin,-45.8742,170.5036,45.81,72,99,1.99,NZ,1714138278
557,Belogradchik,43.6272,22.6836,63.91,48,82,1.01,BG,1714138575
558,Tashtyp,52.7939,89.8983,34.48,65,95,3.6,RU,1714138576
559,Kargat,55.1956,80.2811,44.01,56,9,2.95,RU,1714138396
560,Yazman,29.1212,71.7446,96.84,13,1,11.68,PK,1714138580
561,Santo Antônio do Içá,-3.1022,-67.9397,85.48,64,50,3.89,BR,1714138582
562,South Hedland,-20.4089,118.5983,80.53,74,100,4.61,AU,1714138584
563,Sungailiat,-1.85,106.1333,83.23,79,85,5.23,ID,1714138586
564,Arawa,-6.2132,155.5367,79.12,88,100,1.36,PG,1714138587
565,Pryamitsyno,51.6561,35.9314,62.55,67,100,5.01,RU,1714138589
566,Haiku-Pauwela,20.9219,-156.3051,71.04,87,0,8.01,US,1714138591
567,Tvøroyri,61.5556,-6.8111,40.15,87,100,14.41,FO,1714138595
568,Alofi,-19.0595,-169.9187,75.09,94,20,1.14,NU,1714138597
569,Porto Franco,-6.3383,-47.3992,84.54,76,75,3.36,BR,1714138599
570,Ciudad del Carmen,18.6333,-91.8333,80.64,69,0,17.27,MX,1714138601
571,Miles City,46.4083,-105.8406,45.57,61,0,12.66,US,1714138401
572,Ca Mau,9.1769,105.15,84.61,74,16,3.09,VN,1714138604
573,Ishim,56.1128,69.4902,55.04,33,90,8.99,RU,1714138606
574,Mbandaka,0.0487,18.2603,91.45,47,99,4.18,CD,1714138608
575,Eusebio Ayala,-25.4,-56.9667,85.28,60,8,8.46,PY,1714138610
576,Six-Fours-les-Plages,43.0938,5.84,58.1,89,97,7.0,FR,1714138612
577,Carutapera,-1.195,-46.02,83.1,81,52,3.44,BR,1714138614
578,Darwin,-12.4611,130.8418,82.38,80,0,3.44,AU,1714138616
579,Liberia,6.5,-9.5,95.94,44,100,5.08,LR,1714138618
580,Itacarambi,-15.1022,-44.0919,88.36,35,0,7.52,BR,1714138619
581,Inongo,-1.95,18.2667,80.26,72,47,3.8,CD,1714138621
582,Columbia,34.0007,-81.0348,64.4,85,100,11.5,US,1714137840
583,Iguape,-24.7081,-47.5553,77.02,80,90,4.79,BR,1714138625
584,Zijinglu,34.76,112.9714,73.87,45,52,3.67,CN,1714138627
585,Gümüşhane,40.4603,39.4814,59.05,80,100,9.6,TR,1714138629
